Application_ID,Age,Gender,City,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Risk_Grade,Decision
3000154,39,Male,Bengaluru,Business Owner,700300,3.8,1,Personal,1553000,60,1,352400.0,10070.0,80.47,221.76,61.49,0,0,0,1,20.1,2,100.0,711,C,Reject
3000155,42,Male,Chennai,Salaried,459700,9.5,2,Home,427000,36,0,0.0,0.0,36.58,92.89,27.34,0,1,9,3,20.0,2,95.58,732,C,Reject
3000156,28,Female,Indore,Salaried,318200,3.2,3,Vehicle,92000,36,2,3011900.0,117410.0,95.0,28.91,23.44,0,2,21,2,6.8,7,95.24,659,D,Approve
3000157,35,Male,Aurangabad,Self-Employed,502500,6.9,0,Vehicle,1333000,72,1,160500.0,4710.0,70.9,265.27,45.81,0,0,0,3,7.4,5,100.0,621,E,Reject
3000158,43,Female,Indore,Salaried,827500,4.7,3,Medical,1151000,36,0,0.0,0.0,56.18,139.09,26.71,0,0,0,1,14.3,3,100.0,700,C,Reject
3000159,33,Female,Bengaluru,Self-Employed,465400,6.4,1,Home Renovation,327000,36,0,0.0,0.0,28.17,70.26,15.43,0,1,13,5,10.3,3,99.33,706,C,Approve
3000160,43,Female,Mumbai,Salaried,180000,10.3,3,Personal,458000,60,1,69500.0,2050.0,78.77,254.44,51.91,0,0,0,4,18.9,4,100.0,664,D,Reject
3000161,37,Male,Pune,Self-Employed,845800,5.0,1,Personal,905000,84,1,24700.0,1020.0,26.4,107.0,14.52,0,1,12,4,10.8,5,96.69,733,C,Approve
3000162,39,Female,Ahmedabad,Salaried,863100,9.8,1,Business,1072000,84,1,204700.0,6680.0,34.18,124.2,21.46,0,0,0,3,17.3,3,98.41,723,C,Approve
3000163,46,Male,Chennai,Salaried,639200,5.3,1,Education,1323000,12,0,0.0,0.0,95.0,206.98,15.96,0,2,16,1,24.8,2,93.99,758,B,Reject
3000164,34,Male,Chennai,Professional,316700,4.1,2,Personal,462000,60,1,446900.0,9900.0,75.61,145.88,42.44,0,0,0,1,12.2,5,100.0,698,D,Reject
3000165,24,Male,Ahmedabad,Business Owner,700700,7.9,1,Personal,1613000,24,0,0.0,0.0,95.0,230.2,36.06,0,0,0,2,5.4,2,100.0,682,D,Reject
3000166,34,Male,Pune,Salaried,382600,6.3,3,Personal,655000,36,0,0.0,0.0,70.59,171.2,48.62,0,2,16,3,4.1,1,96.92,630,E,Reject
3000167,29,Female,Mumbai,Salaried,429100,10.1,2,Home Renovation,647000,24,2,658500.0,21160.0,95.0,150.78,43.29,0,0,0,2,10.6,6,100.0,672,D,Reject
3000168,21,Female,Ahmedabad,Salaried,594600,3.8,0,Home,158000,36,0,0.0,0.0,10.45,26.57,30.92,0,2,28,0,0.5,1,95.1,655,D,Approve
3000169,35,Male,Bengaluru,Professional,368600,2.7,1,Consumer Durable,298000,36,3,430100.0,11800.0,71.11,80.85,30.14,0,0,0,1,3.6,7,99.46,651,D,Reject
3000170,38,Female,Nashik,Contract,434600,9.4,3,Education,497000,36,2,704000.0,22120.0,95.0,114.36,21.03,0,0,0,1,8.0,4,100.0,712,C,Reject
3000171,45,Male,Gurugram,Salaried,470500,2.0,1,Business,599000,36,1,53100.0,1770.0,56.88,127.31,51.05,1,3,17,3,18.1,4,88.78,662,D,Reject
3000172,26,Male,Nagpur,Salaried,1052700,9.5,3,Home,2291000,48,1,122300.0,4300.0,69.92,217.63,41.32,0,0,0,1,4.2,4,100.0,653,D,Reject
3000173,37,Male,Chennai,Business Owner,1172600,2.0,1,Personal,2098000,84,2,912100.0,22530.0,63.25,178.92,24.17,1,1,11,2,6.2,5,97.29,661,D,Reject
3000174,46,Female,Mumbai,Salaried,621600,8.7,0,Personal,431000,12,0,0.0,0.0,74.73,69.34,31.9,0,1,17,1,28.5,4,96.91,750,B,Approve
3000175,31,Male,Aurangabad,Self-Employed,588900,6.8,1,Home,516000,36,2,1565800.0,38770.0,95.0,87.62,31.74,0,2,23,2,0.9,4,90.46,659,D,Reject
3000176,41,Male,Ahmedabad,Salaried,687400,1.2,1,Medical,932000,36,1,347500.0,13290.0,76.13,135.58,33.71,1,6,30,1,24.0,3,71.35,683,D,Reject
3000177,50,Male,Pune,Salaried,895200,0.5,4,Personal,426000,48,0,0.0,0.0,15.25,47.59,25.63,1,2,23,1,21.6,3,82.87,698,D,Approve
3000178,21,Other,Gurugram,Salaried,425200,6.5,2,Personal,1186000,60,0,0.0,0.0,80.06,278.93,25.78,0,1,15,8,0.5,3,95.3,666,D,Reject
3000179,38,Female,Pune,Business Owner,394300,9.1,5,Home,430000,60,0,0.0,0.0,29.98,109.05,25.82,0,0,0,2,13.6,2,98.4,714,C,Approve
3000180,46,Female,Jaipur,Self-Employed,516900,9.9,1,Personal,1049000,60,1,317000.0,10850.0,85.74,202.94,24.28,0,1,11,3,30.0,5,96.92,739,C,Reject
3000181,33,Female,Jaipur,Salaried,808600,1.9,3,Personal,491000,36,1,39800.0,1660.0,27.97,60.72,20.72,0,0,0,1,9.9,7,100.0,724,C,Approve
3000182,48,Female,Chennai,Self-Employed,690100,8.4,2,Personal,1396000,48,0,0.0,0.0,61.47,202.29,11.78,0,1,10,3,24.2,4,97.81,772,B,Approve
3000183,41,Male,Ahmedabad,Salaried,664400,6.0,2,Personal,845000,60,3,311200.0,9180.0,54.55,127.18,57.45,0,0,0,2,19.2,6,100.0,704,C,Reject
3000184,51,Male,Bengaluru,Salaried,656400,10.8,1,Vehicle,235000,36,2,451800.0,13240.0,37.97,35.8,55.91,0,1,10,1,22.1,3,93.47,715,C,Reject
3000185,41,Female,Noida,Salaried,1645100,4.2,0,Business,3263000,48,0,0.0,0.0,62.71,198.35,33.02,0,0,0,3,18.3,3,96.67,709,C,Approve
3000186,52,Female,Chennai,Salaried,723400,7.0,1,Home Renovation,788000,12,0,0.0,0.0,95.0,108.93,33.85,0,1,15,2,31.6,4,99.92,787,B,Approve
3000187,39,Male,Chennai,Salaried,590600,0.9,1,Home,950000,84,1,639900.0,16700.0,68.11,160.85,38.18,0,0,0,4,16.8,5,100.0,717,C,Reject
3000188,24,Male,Pune,Salaried,796800,8.1,1,Vehicle,1204000,60,2,1140000.0,32090.0,94.1,151.1,35.84,0,0,0,0,1.8,7,100.0,647,E,Reject
3000189,31,Female,Delhi,Salaried,427800,2.3,3,Personal,197000,36,0,0.0,0.0,17.62,46.05,21.84,0,0,0,1,14.9,1,99.47,743,C,Reject
3000190,45,Male,Ahmedabad,Business Owner,534200,7.7,0,Education,1284000,36,1,109000.0,3260.0,95.0,240.36,4.6,0,0,0,1,15.7,3,99.02,704,C,Reject
3000191,44,Female,Bhopal,Salaried,1251700,6.5,0,Personal,354000,60,0,0.0,0.0,7.62,28.28,50.18,0,0,0,0,24.1,5,97.6,737,C,Approve
3000192,33,Male,Jaipur,Self-Employed,914200,4.3,1,Personal,1087000,84,2,635600.0,19140.0,53.97,118.9,36.72,0,0,0,2,7.4,3,100.0,661,D,Approve
3000193,51,Male,Bengaluru,Self-Employed,1075000,4.1,0,Education,519000,48,0,0.0,0.0,14.96,48.28,23.64,1,1,17,2,22.7,2,86.89,723,C,Approve
3000194,33,Female,Pune,Professional,565400,6.0,1,Home,862000,60,0,0.0,0.0,41.65,152.46,29.88,0,0,0,1,2.2,2,100.0,668,D,Reject
3000195,40,Male,Pune,Self-Employed,1235900,7.5,2,Home Renovation,777000,24,3,219900.0,7370.0,43.42,62.87,21.43,0,0,0,2,15.4,6,99.17,689,D,Approve
3000196,40,Male,Indore,Professional,467000,6.9,1,Vehicle,795000,72,0,0.0,0.0,40.1,170.24,12.22,0,0,0,5,11.9,2,99.56,706,C,Approve
3000197,25,Female,Gurugram,Self-Employed,247500,8.9,0,Vehicle,204000,36,4,2681300.0,93670.0,95.0,82.42,27.88,0,0,0,1,3.1,5,100.0,684,D,Reject
3000198,35,Female,Bengaluru,Professional,474400,5.2,2,Consumer Durable,531000,24,0,0.0,0.0,64.46,111.93,16.8,0,1,12,4,10.1,6,99.7,695,D,Reject
3000199,56,Male,Mumbai,Salaried,468900,6.4,2,Business,1292000,36,0,0.0,0.0,95.0,275.54,64.02,0,1,14,4,31.4,2,95.08,716,C,Reject
3000200,28,Male,Nagpur,Business Owner,1316100,10.6,2,Home,1304000,48,1,46300.0,1040.0,31.77,99.08,17.4,1,1,15,1,3.8,3,83.57,638,E,Approve
3000201,41,Female,Nagpur,Salaried,383100,8.4,0,Business,893000,36,1,164300.0,4770.0,95.0,233.1,39.67,0,0,0,4,19.5,3,100.0,701,C,Reject
3000202,26,Female,Pune,Salaried,1001800,1.8,1,Personal,1012000,60,1,197400.0,7400.0,37.72,101.02,76.13,1,5,72,2,5.9,6,79.51,584,E,Reject
3000203,28,Male,Aurangabad,Business Owner,728600,3.8,0,Personal,823000,36,0,0.0,0.0,43.81,112.96,37.14,0,1,9,2,7.3,2,98.98,677,D,Reject
3000204,24,Male,Bhopal,Salaried,431400,5.3,6,Personal,706000,48,2,139200.0,4120.0,61.64,163.65,20.45,0,0,0,2,3.8,4,100.0,681,D,Reject
3000205,44,Male,Indore,Self-Employed,953700,3.5,1,Business,1311000,24,1,296200.0,5550.0,84.31,137.46,13.91,0,2,12,3,14.9,6,94.09,718,C,Reject
3000206,29,Male,Noida,Professional,586100,8.0,4,Personal,561000,24,1,619100.0,21000.0,95.0,95.72,20.5,0,0,0,4,14.8,3,100.0,692,D,Reject
3000207,47,Male,Aurangabad,Salaried,770200,2.9,3,Vehicle,1632000,24,0,0.0,0.0,95.0,211.89,45.29,0,0,0,4,25.6,2,99.89,718,C,Reject
3000208,31,Female,Delhi,Self-Employed,724600,1.9,1,Personal,340000,12,0,0.0,0.0,50.1,46.92,28.81,0,0,0,1,16.7,2,99.33,739,C,Approve
3000209,37,Male,Nagpur,Self-Employed,1076200,5.4,2,Business,2955000,72,3,418600.0,13010.0,87.25,274.58,45.03,1,1,15,3,15.9,6,92.52,641,E,Reject
3000210,39,Male,Nashik,Salaried,826600,2.4,0,Business,2107000,12,4,1239500.0,41490.0,95.0,254.9,48.27,0,0,0,3,17.4,5,100.0,680,D,Reject
3000211,22,Female,Nagpur,Self-Employed,356300,3.8,1,Personal,469000,24,1,26900.0,520.0,76.86,131.63,30.73,0,1,7,3,0.5,4,98.7,648,E,Approve
3000212,38,Female,Ahmedabad,Salaried,575300,7.7,2,Medical,1585000,36,1,515600.0,20750.0,95.0,275.51,34.88,0,0,0,1,24.2,3,100.0,715,C,Reject
3000213,39,Male,Jaipur,Salaried,180000,3.6,0,Medical,415000,60,2,405500.0,10120.0,95.0,230.56,46.24,0,0,0,5,12.2,4,100.0,641,E,Reject
3000214,46,Female,Delhi,Contract,1093500,7.0,3,Home,2602000,60,3,1735300.0,43260.0,95.0,237.95,22.73,0,2,19,3,23.8,6,96.34,753,B,Reject
3000215,28,Female,Indore,Salaried,454900,3.9,1,Home Renovation,259000,60,0,0.0,0.0,14.56,56.94,18.46,0,0,0,0,0.5,1,100.0,712,C,Approve
3000216,29,Female,Thane,Contract,1391800,4.7,0,Consumer Durable,424000,60,0,0.0,0.0,8.82,30.46,5.57,0,1,10,0,0.5,2,93.44,707,C,Approve
3000217,42,Male,Pune,Salaried,741400,8.1,1,Vehicle,2008000,36,1,88900.0,2750.0,95.0,270.84,38.47,0,1,7,5,18.6,4,100.0,690,D,Reject
3000218,48,Male,Noida,Salaried,675200,6.5,1,Education,500000,60,3,424200.0,13280.0,45.35,74.05,72.04,0,1,13,0,22.8,6,95.48,685,D,Approve
3000219,31,Female,Gurugram,Salaried,760100,9.5,2,Home,460000,60,2,477700.0,15390.0,40.23,60.52,31.32,0,1,13,1,7.5,7,100.0,686,D,Approve
3000220,26,Male,Nashik,Salaried,504500,3.7,2,Vehicle,178000,24,0,0.0,0.0,21.05,35.28,41.55,0,0,0,1,0.5,2,99.96,672,D,Approve
3000221,33,Male,Mumbai,Salaried,777300,6.0,1,Business,1643000,36,0,0.0,0.0,88.67,211.37,26.24,0,4,60,4,11.4,1,88.43,695,D,Reject
3000222,27,Male,Bengaluru,Business Owner,1059300,1.7,2,Business,689000,12,1,92500.0,3220.0,73.36,65.04,54.53,0,1,17,3,5.7,6,97.86,616,E,Reject
3000223,39,Female,Noida,Salaried,317600,5.0,3,Business,723000,12,1,386600.0,8300.0,95.0,227.64,12.32,1,0,0,2,9.0,4,93.98,702,C,Reject
3000224,27,Female,Nashik,Salaried,791200,1.7,2,Consumer Durable,1848000,60,0,0.0,0.0,66.22,233.57,44.79,0,2,25,1,4.8,1,96.41,679,D,Reject
3000225,44,Male,Noida,Self-Employed,659900,7.4,3,Home,1463000,48,1,960900.0,28310.0,95.0,221.7,18.4,1,3,19,3,18.5,2,87.83,657,D,Reject
3000226,38,Female,Mumbai,Business Owner,901800,4.5,1,Education,985000,60,2,408500.0,7700.0,41.84,109.23,29.67,1,2,17,4,16.5,6,87.2,651,D,Reject
3000227,45,Male,Aurangabad,Salaried,378200,7.3,4,Vehicle,380000,60,0,0.0,0.0,26.36,100.48,14.28,0,0,0,5,18.5,4,99.83,772,B,Approve
3000228,21,Male,Bhopal,Professional,1162600,8.3,2,Home,1512000,60,1,108200.0,4230.0,39.11,130.05,44.01,0,2,29,2,0.5,4,97.27,629,E,Reject
3000229,21,Female,Pune,Salaried,758200,5.7,1,Consumer Durable,1465000,36,3,434900.0,11560.0,95.0,193.22,16.51,0,0,0,3,0.5,4,100.0,661,D,Reject
3000230,47,Male,Aurangabad,Salaried,495600,10.2,3,Business,1055000,72,4,2178000.0,64260.0,95.0,212.87,61.73,1,0,0,2,18.4,5,90.43,654,D,Reject
3000231,30,Male,Aurangabad,Contract,659900,5.9,1,Vehicle,535000,84,0,0.0,0.0,17.92,81.07,24.64,0,0,0,1,9.4,4,99.55,686,D,Reject
3000232,24,Male,Pune,Professional,739200,4.5,3,Consumer Durable,1994000,48,0,0.0,0.0,82.65,269.75,60.99,0,1,17,8,0.5,4,98.11,585,E,Reject
3000233,34,Female,Noida,Salaried,1034700,4.1,1,Consumer Durable,1387000,36,4,781700.0,22880.0,83.66,134.05,28.84,0,1,7,5,12.6,6,97.26,707,C,Reject
3000234,38,Female,Nagpur,Salaried,570100,3.1,1,Consumer Durable,525000,36,1,11700.0,500.0,40.14,92.09,25.12,0,1,15,5,17.6,3,98.86,739,C,Reject
3000235,35,Female,Thane,Salaried,1023600,3.6,1,Home Renovation,2219000,36,0,0.0,0.0,93.61,216.78,17.46,0,0,0,2,13.3,1,100.0,731,C,Approve
3000236,40,Female,Thane,Business Owner,833100,2.0,1,Personal,780000,48,1,1191200.0,22610.0,65.54,93.63,34.07,0,0,0,2,9.9,4,100.0,684,D,Approve
3000237,39,Male,Jaipur,Salaried,969300,5.4,3,Business,873000,48,0,0.0,0.0,30.68,90.06,18.37,0,0,0,1,18.7,5,100.0,776,B,Approve
3000238,38,Female,Pune,Contract,1613300,7.1,2,Home,3969000,72,3,741300.0,26410.0,85.51,246.02,20.96,0,0,0,6,20.8,5,100.0,745,C,Reject
3000239,47,Male,Bengaluru,Salaried,588500,3.0,0,Personal,897000,84,0,0.0,0.0,31.9,152.42,46.07,0,0,0,0,26.8,4,100.0,738,C,Approve
3000240,36,Male,Noida,Self-Employed,361500,9.7,2,Education,961000,60,1,197600.0,4690.0,84.37,265.84,21.08,1,1,12,3,12.8,3,92.6,660,D,Reject
3000241,36,Female,Jaipur,Contract,660900,12.6,2,Medical,343000,60,2,578700.0,18360.0,47.72,51.9,32.77,1,4,37,1,10.1,6,83.56,648,E,Reject
3000242,43,Female,Chennai,Salaried,918900,2.9,1,Vehicle,1710000,60,0,0.0,0.0,55.34,186.09,12.29,0,1,8,2,23.3,2,92.82,762,B,Approve
3000243,41,Male,Nashik,Salaried,429900,11.0,1,Medical,813000,36,0,0.0,0.0,72.44,189.11,7.05,0,0,0,3,9.1,4,97.13,695,D,Reject
3000244,28,Male,Thane,Business Owner,584500,6.7,1,Consumer Durable,1267000,24,3,709200.0,27470.0,95.0,216.77,21.26,0,0,0,3,2.5,6,100.0,648,E,Reject
3000245,35,Female,Aurangabad,Salaried,540100,7.5,0,Medical,209000,60,0,0.0,0.0,11.17,38.7,48.19,0,0,0,1,6.6,2,99.25,677,D,Approve
3000246,40,Female,Indore,Professional,393300,0.5,4,Personal,171000,48,0,0.0,0.0,13.0,43.48,16.91,0,2,35,1,15.2,3,95.77,729,C,Approve
3000247,31,Female,Noida,Salaried,605900,2.7,2,Business,1629000,48,0,0.0,0.0,83.5,268.86,28.25,0,0,0,5,9.5,3,100.0,692,D,Reject
3000248,31,Male,Nagpur,Salaried,1747800,3.8,1,Home,3334000,36,1,16400.0,500.0,74.27,190.75,4.56,0,0,0,5,3.9,4,99.95,706,C,Reject
3000249,24,Male,Noida,Self-Employed,290700,0.5,2,Vehicle,210000,72,1,1682800.0,43370.0,95.0,72.24,29.25,1,3,36,0,1.1,7,91.38,590,E,Reject
3000250,21,Male,Mumbai,Salaried,185300,4.2,1,Medical,488000,60,0,0.0,0.0,68.24,263.36,48.52,0,1,17,2,0.5,4,98.57,653,D,Reject
3000251,33,Female,Ahmedabad,Salaried,774900,7.6,0,Consumer Durable,1664000,72,1,97900.0,4020.0,64.32,214.74,53.42,0,2,12,2,1.8,5,95.75,657,D,Reject
3000252,37,Female,Mumbai,Salaried,1212000,2.9,1,Home,3373000,72,1,384900.0,14750.0,75.47,278.3,36.12,0,0,0,3,9.7,7,100.0,664,D,Reject
3000253,27,Male,Pune,Professional,765800,7.5,1,Home,476000,36,0,0.0,0.0,26.71,62.16,53.76,0,0,0,1,0.5,3,97.08,622,E,Approve
3000254,48,Male,Ahmedabad,Salaried,268900,3.5,0,Personal,277000,72,3,249800.0,5590.0,49.07,103.01,48.52,0,0,0,2,25.1,6,96.43,718,C,Reject
3000255,27,Male,Chennai,Business Owner,753400,9.7,2,Personal,881000,60,1,478200.0,19900.0,66.1,116.94,39.63,0,1,17,3,5.7,4,99.94,674,D,Approve
3000256,44,Female,Thane,Self-Employed,317100,3.2,1,Education,736000,24,0,0.0,0.0,95.0,232.1,52.21,0,2,27,3,20.8,3,89.18,663,D,Reject
3000257,40,Female,Nagpur,Salaried,838400,10.7,1,Personal,962000,24,1,38400.0,1400.0,69.09,114.74,46.52,0,0,0,3,12.7,3,97.65,670,D,Reject
3000258,54,Male,Indore,Salaried,902000,5.9,1,Home,894000,12,2,1159400.0,39250.0,95.0,99.11,17.02,1,3,30,3,30.5,4,86.1,739,C,Reject
3000259,41,Male,Noida,Salaried,664000,6.2,1,Personal,1674000,24,4,335400.0,10180.0,95.0,252.11,26.93,0,1,8,2,18.6,7,99.23,709,C,Reject
3000260,24,Female,Mumbai,Self-Employed,564700,4.2,2,Personal,1088000,48,3,499500.0,17880.0,95.0,192.67,47.87,0,2,30,3,3.9,6,94.56,629,E,Reject
3000261,45,Male,Nagpur,Business Owner,768200,7.2,1,Personal,1064000,12,0,0.0,0.0,95.0,138.51,52.57,0,1,6,3,21.1,4,98.79,662,D,Reject
3000262,50,Female,Chennai,Self-Employed,565700,1.1,1,Personal,1582000,60,0,0.0,0.0,70.89,279.65,56.52,0,0,0,6,28.3,4,100.0,713,C,Reject
3000263,21,Male,Noida,Salaried,274400,4.9,0,Home,686000,84,1,297500.0,9170.0,95.0,250.0,8.78,0,0,0,1,0.5,4,100.0,670,D,Reject
3000264,41,Male,Aurangabad,Salaried,393800,5.0,1,Home,876000,24,0,0.0,0.0,95.0,222.45,20.72,0,1,12,1,21.3,1,98.68,713,C,Reject
3000265,43,Female,Mumbai,Salaried,306300,5.2,0,Personal,498000,72,0,0.0,0.0,42.43,162.59,21.66,1,0,0,1,15.3,5,92.79,679,D,Approve
3000266,34,Male,Bhopal,Salaried,470600,3.5,4,Vehicle,950000,72,0,0.0,0.0,47.25,201.87,19.54,0,1,15,3,9.5,2,96.87,684,D,Reject
3000267,21,Male,Indore,Salaried,452200,3.5,0,Home Renovation,481000,36,4,1277500.0,40900.0,95.0,106.37,12.35,0,2,20,1,0.5,6,92.98,674,D,Reject
3000268,33,Male,Hyderabad,Salaried,584700,4.2,3,Education,686000,36,2,1530700.0,52910.0,95.0,117.33,22.95,0,0,0,0,11.9,6,97.82,719,C,Approve
3000269,31,Male,Aurangabad,Professional,1904200,4.0,3,Home,3357000,12,2,966600.0,23710.0,95.0,176.29,54.13,0,1,16,4,14.8,8,96.0,667,D,Reject
3000270,49,Male,Aurangabad,Salaried,897900,5.8,2,Personal,1283000,72,1,434900.0,13130.0,50.93,142.89,24.13,0,0,0,3,12.0,5,100.0,714,C,Approve
3000271,35,Male,Nagpur,Salaried,601500,12.1,0,Personal,308000,60,1,150500.0,2740.0,20.82,51.21,52.14,0,1,7,3,13.0,5,87.22,666,D,Reject
3000272,32,Male,Pune,Professional,887500,4.6,2,Vehicle,390000,48,2,716800.0,19910.0,41.31,43.94,44.18,0,2,35,1,11.1,3,91.62,662,D,Approve
3000273,31,Male,Bhopal,Salaried,1127300,8.0,4,Vehicle,779000,60,1,62200.0,2120.0,20.03,69.1,34.34,0,1,12,4,5.0,4,98.0,665,D,Approve
3000274,39,Female,Hyderabad,Salaried,764200,6.2,0,Home,839000,72,0,0.0,0.0,26.6,109.79,28.73,0,0,0,2,16.5,4,100.0,724,C,Approve
3000275,36,Female,Nagpur,Professional,574600,14.9,0,Personal,1267000,36,0,0.0,0.0,86.34,220.5,31.34,0,1,13,6,12.0,3,100.0,675,D,Reject
3000276,29,Male,Nashik,Salaried,660100,9.0,0,Home Renovation,1176000,60,1,411700.0,10160.0,71.79,178.15,7.63,0,1,8,4,9.6,2,96.85,737,C,Approve
3000277,38,Male,Hyderabad,Salaried,1001300,8.2,1,Personal,2488000,48,1,164200.0,5520.0,81.42,248.48,38.93,0,0,0,1,10.4,3,96.85,660,D,Reject
3000278,31,Male,Mumbai,Salaried,1969400,4.7,1,Medical,1858000,72,2,468100.0,11170.0,31.48,94.34,47.84,0,0,0,2,7.5,4,95.95,657,D,Reject
3000279,21,Female,Jaipur,Self-Employed,781300,8.2,3,Home Renovation,656000,36,1,47900.0,1470.0,36.39,83.96,69.34,0,2,20,1,0.5,3,93.81,579,E,Reject
3000280,42,Female,Nashik,Self-Employed,549200,6.1,4,Vehicle,1476000,36,0,0.0,0.0,95.0,268.75,20.49,0,0,0,4,17.3,4,98.58,714,C,Reject
3000281,41,Male,Indore,Salaried,898100,6.4,2,Vehicle,1042000,12,0,0.0,0.0,95.0,116.02,24.65,0,1,12,0,20.4,3,97.8,739,C,Approve
3000282,38,Male,Chennai,Salaried,894000,11.8,2,Vehicle,977000,36,0,0.0,0.0,42.0,109.28,15.86,0,1,15,0,21.5,4,92.51,762,B,Approve
3000283,32,Male,Hyderabad,Self-Employed,255900,4.2,2,Personal,694000,36,0,0.0,0.0,95.0,271.2,67.74,0,0,0,4,6.5,2,98.63,597,E,Reject
3000284,35,Male,Nagpur,Salaried,741000,8.5,3,Home Renovation,649000,36,0,0.0,0.0,34.17,87.58,35.53,0,0,0,2,10.2,2,98.12,690,D,Reject
3000285,43,Female,Delhi,Business Owner,309700,0.7,0,Education,753000,60,0,0.0,0.0,71.64,243.14,56.87,0,1,17,4,18.5,1,98.04,654,D,Reject
3000286,31,Male,Bengaluru,Salaried,991900,7.9,1,Medical,399000,12,0,0.0,0.0,42.37,40.23,64.21,0,1,8,1,11.1,3,94.82,666,D,Approve
3000287,43,Male,Aurangabad,Salaried,411800,6.8,1,Medical,220000,24,4,1295600.0,29710.0,95.0,53.42,67.28,0,0,0,3,20.1,6,100.0,674,D,Reject
3000288,23,Male,Chennai,Salaried,861800,6.7,2,Home,378000,36,0,0.0,0.0,17.08,43.86,16.22,0,0,0,0,3.9,4,97.09,693,D,Reject
3000289,37,Male,Pune,Self-Employed,2300200,8.1,1,Education,3511000,12,0,0.0,0.0,95.0,152.64,60.81,1,3,46,2,20.6,1,80.88,671,D,Reject
3000290,36,Male,Pune,Salaried,490500,10.4,3,Personal,663000,60,0,0.0,0.0,33.85,135.17,27.47,0,0,0,1,22.8,4,99.6,751,B,Approve
3000291,45,Female,Bhopal,Professional,895800,5.2,2,Education,1173000,36,0,0.0,0.0,54.24,130.94,34.88,0,0,0,2,26.0,3,97.32,769,B,Approve
3000292,28,Male,Chennai,Salaried,540700,5.2,2,Vehicle,306000,60,3,477100.0,11830.0,41.2,56.59,8.97,0,0,0,2,2.5,7,98.51,706,C,Approve
3000293,29,Female,Jaipur,Salaried,827500,6.6,2,Personal,1559000,12,3,1317500.0,46930.0,95.0,188.4,39.14,0,2,32,2,0.5,8,94.62,625,E,Reject
3000294,24,Male,Hyderabad,Self-Employed,313000,3.3,2,Personal,698000,48,3,1849600.0,53240.0,95.0,223.0,49.96,1,3,20,2,9.8,6,85.6,596,E,Reject
3000295,31,Female,Indore,Business Owner,348400,6.2,1,Education,396000,36,0,0.0,0.0,44.48,113.66,1.0,0,0,0,1,2.5,1,99.27,704,C,Approve
3000296,38,Female,Chennai,Salaried,773400,4.8,4,Personal,753000,24,1,20600.0,500.0,56.15,97.36,25.3,2,1,15,4,17.1,4,87.04,645,E,Reject
3000297,21,Female,Noida,Salaried,1231900,8.7,2,Consumer Durable,3405000,36,0,0.0,0.0,95.0,276.4,46.71,0,0,0,4,2.0,3,100.0,652,D,Reject
3000298,32,Female,Gurugram,Salaried,994500,5.6,2,Business,528000,60,1,197000.0,6440.0,23.51,53.09,13.17,0,1,15,0,6.9,5,98.71,719,C,Approve
3000299,41,Female,Nagpur,Salaried,556100,4.8,4,Vehicle,443000,48,4,344700.0,11260.0,50.63,79.66,41.28,0,1,15,3,11.8,9,97.43,694,D,Approve
3000300,35,Female,Gurugram,Professional,278000,6.2,0,Personal,502000,84,0,0.0,0.0,41.62,180.58,33.68,0,1,15,3,16.0,1,95.55,692,D,Reject
3000301,37,Female,Mumbai,Salaried,1346000,0.5,0,Business,2691000,72,0,0.0,0.0,48.53,199.93,57.57,0,1,16,1,10.0,3,100.0,658,D,Reject
3000302,23,Male,Gurugram,Salaried,956900,2.9,5,Education,1199000,24,2,393000.0,12790.0,87.24,125.3,51.89,0,0,0,3,0.5,5,100.0,636,E,Reject
3000303,35,Male,Hyderabad,Salaried,937600,9.5,1,Business,605000,24,0,0.0,0.0,37.06,64.53,49.58,0,1,7,1,9.1,3,100.0,688,D,Reject
3000304,36,Male,Mumbai,Self-Employed,765700,0.5,1,Consumer Durable,1718000,36,1,122000.0,3970.0,95.0,224.37,23.66,0,2,22,5,14.0,5,93.36,665,D,Reject
3000305,35,Female,Nagpur,Business Owner,850500,6.8,3,Home,668000,60,1,114800.0,2180.0,24.89,78.54,14.3,0,1,13,1,18.8,2,97.05,755,B,Approve
3000306,37,Male,Indore,Business Owner,308200,8.3,1,Home,255000,48,0,0.0,0.0,24.76,82.74,9.15,1,4,54,3,5.0,3,81.77,654,D,Approve
3000307,33,Male,Hyderabad,Salaried,488900,3.9,4,Education,1032000,72,3,551200.0,18580.0,92.08,211.09,25.36,0,3,21,1,16.0,10,90.75,721,C,Reject
3000308,32,Female,Ahmedabad,Self-Employed,629500,6.0,1,Personal,577000,36,2,409300.0,9790.0,54.64,91.66,23.53,0,0,0,1,8.1,7,97.81,719,C,Approve
3000309,27,Male,Gurugram,Self-Employed,517300,2.8,2,Personal,1056000,24,0,0.0,0.0,95.0,204.14,19.43,0,0,0,3,7.2,4,97.25,678,D,Reject
