Age,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Employment_Type_Business Owner,Employment_Type_Contract,Employment_Type_Professional,Employment_Type_Salaried,Employment_Type_Self-Employed,Loan_Purpose_Business,Loan_Purpose_Consumer Durable,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Home Renovation,Loan_Purpose_Medical,Loan_Purpose_Personal,Loan_Purpose_Vehicle
37,599900,2.1,1,1624000,60,2,217200.0,5650.0,83.19,270.71,18.85,0,1,8,6,14.0,4,94.81,710,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,977800,7.4,0,723000,60,1,527400.0,21180.0,45.65,73.94,7.39,0,0,0,2,8.4,3,100.0,725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,1497600,6.0,2,2777000,60,2,472900.0,16970.0,60.62,185.43,30.8,0,0,0,2,26.7,7,100.0,751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,762600,7.7,1,1139000,60,0,0.0,0.0,40.53,149.36,17.76,0,1,10,1,21.4,4,98.33,767,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,509900,4.5,3,410000,72,0,0.0,0.0,20.04,80.41,47.48,0,1,11,2,0.5,3,97.61,636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,399200,5.9,1,774000,36,2,419900.0,11010.0,95.0,193.89,19.62,1,4,64,2,18.7,6,80.44,694,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,1057800,5.4,1,667000,24,0,0.0,0.0,35.04,63.06,40.78,0,0,0,0,7.2,4,100.0,666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,454600,9.4,3,335000,60,2,91800.0,2870.0,28.36,73.69,74.71,0,2,14,2,12.2,4,97.97,638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,652500,3.9,2,755000,48,0,0.0,0.0,39.23,115.71,19.85,0,1,6,2,30.3,6,98.01,771,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,641500,3.9,4,1052000,36,2,1031500.0,31160.0,95.0,163.99,10.55,0,0,0,0,0.5,7,97.81,685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,403000,7.4,1,648000,36,0,0.0,0.0,66.41,160.79,91.52,0,0,0,1,10.7,3,98.21,595,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,736800,4.2,1,266000,36,2,964600.0,21790.0,51.03,36.1,25.42,0,0,0,2,20.7,6,100.0,758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,734700,8.7,0,1935000,84,0,0.0,0.0,59.58,263.37,22.87,0,0,0,3,10.5,4,100.0,713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,600500,3.6,2,1530000,84,2,74000.0,2580.0,56.76,254.79,46.26,0,1,10,1,8.6,6,94.58,664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,678300,0.8,1,712000,72,2,526800.0,14940.0,50.83,104.97,52.49,0,2,24,2,20.9,4,90.69,690,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,309300,2.6,1,439000,36,3,668400.0,13900.0,95.0,141.93,66.06,0,0,0,4,0.5,6,97.7,635,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,845000,7.4,2,774000,72,0,0.0,0.0,22.33,91.6,49.48,0,0,0,1,14.7,6,100.0,727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,511100,10.0,1,1346000,36,0,0.0,0.0,95.0,263.35,57.58,0,1,5,4,24.8,2,94.17,716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,325700,0.5,4,531000,36,2,245200.0,7290.0,94.59,163.03,59.52,0,1,15,1,15.2,6,96.54,650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,447200,5.9,1,561000,24,1,143600.0,4600.0,84.0,125.45,48.3,0,1,11,2,13.2,5,97.02,656,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,673300,5.5,1,1119000,36,2,613200.0,13600.0,95.0,166.2,39.77,0,1,10,2,10.4,6,100.0,683,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,627500,8.7,3,903000,48,1,44300.0,930.0,45.73,143.9,62.91,0,0,0,1,8.0,2,100.0,638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,1304200,5.5,2,1382000,24,3,302900.0,9190.0,67.94,105.97,60.26,0,0,0,0,9.2,4,100.0,655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,427900,10.2,0,974000,36,0,0.0,0.0,95.0,227.62,16.67,0,0,0,1,13.8,4,96.03,694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,482900,5.6,2,764000,36,0,0.0,0.0,62.9,158.21,31.43,1,5,42,4,0.5,2,82.62,603,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,1156600,6.1,3,1834000,12,1,553300.0,21300.0,95.0,158.57,29.85,0,0,0,4,8.2,4,99.09,665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,810400,1.9,2,2197000,36,1,114800.0,3190.0,95.0,271.1,30.63,1,0,0,2,19.1,5,92.14,692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,468400,11.5,1,779000,48,0,0.0,0.0,55.66,166.31,16.54,1,6,56,3,8.7,2,76.45,614,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,830900,8.1,2,613000,60,1,50700.0,970.0,22.86,73.78,67.46,0,0,0,2,29.6,3,100.0,715,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,702300,0.8,0,759000,72,0,0.0,0.0,28.52,108.07,32.58,0,0,0,5,12.1,2,100.0,680,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,906100,2.5,0,2464000,12,2,526400.0,13190.0,95.0,271.93,17.99,0,0,0,7,21.9,5,99.47,716,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,480100,3.2,3,1093000,12,1,239200.0,8100.0,95.0,227.66,11.32,0,2,18,2,18.2,5,96.99,735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,411200,5.4,1,798000,84,0,0.0,0.0,47.04,194.07,16.19,0,2,19,1,15.7,3,92.12,713,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,1126600,6.6,1,1329000,12,1,510900.0,13670.0,95.0,117.97,23.01,1,2,24,1,8.0,4,85.78,653,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,475900,4.8,2,862000,72,1,1197000.0,26970.0,95.0,181.13,42.76,0,0,0,3,3.6,3,100.0,623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,982200,7.1,1,2508000,36,1,81300.0,1830.0,95.0,255.35,29.3,0,0,0,6,12.8,4,93.68,677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,1773300,6.6,2,2664000,48,2,1135900.0,37680.0,73.24,150.23,43.34,0,1,7,0,21.6,3,97.03,728,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1315600,7.6,2,747000,24,3,950900.0,27450.0,57.65,56.78,41.36,0,2,31,0,16.5,9,95.56,717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,426600,9.6,2,380000,60,2,540100.0,16180.0,70.47,89.08,65.23,1,4,26,1,4.6,3,81.35,580,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,515000,9.2,2,465000,72,1,233900.0,8410.0,44.08,90.29,11.17,0,1,17,5,6.0,7,100.0,720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,526800,7.3,0,467000,24,1,44200.0,1260.0,54.15,88.65,45.03,0,3,31,3,6.2,2,91.28,657,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,709400,8.5,0,347000,84,1,334300.0,11180.0,29.68,48.91,63.02,0,1,5,1,20.6,3,98.15,704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,644700,0.5,2,1278000,48,0,0.0,0.0,61.63,198.23,7.6,0,0,0,6,13.8,7,96.66,726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,948800,6.8,1,1707000,60,3,519100.0,18450.0,72.2,179.91,32.93,0,1,13,2,12.5,6,96.92,691,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,295100,13.9,2,240000,48,2,243600.0,8500.0,59.18,81.33,34.23,0,0,0,2,15.3,5,94.78,712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,519400,2.6,1,309000,72,1,334400.0,10460.0,38.56,59.49,49.42,0,3,40,2,5.4,5,92.82,650,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,238200,3.2,1,401000,12,0,0.0,0.0,95.0,168.35,40.74,0,0,0,3,11.1,3,100.0,696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,643500,2.3,3,639000,60,2,571700.0,18720.0,64.16,99.3,35.84,0,0,0,2,22.9,5,100.0,739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,1312300,3.7,3,2587000,36,0,0.0,0.0,78.4,197.13,12.96,0,1,6,2,5.1,3,97.22,725,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,324100,4.4,0,337000,60,1,19500.0,590.0,30.25,103.98,34.35,0,2,21,3,7.2,3,96.6,661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,372700,4.2,3,471000,24,2,354600.0,10900.0,95.0,126.38,26.69,0,0,0,1,16.0,4,100.0,706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,787400,7.3,1,886000,24,1,98800.0,3500.0,71.75,112.52,18.47,0,1,9,3,8.1,4,95.68,694,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,317500,6.6,3,562000,48,2,305800.0,10840.0,95.0,177.01,44.91,0,1,12,2,0.5,5,99.16,633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,410900,3.1,1,649000,84,0,0.0,0.0,38.63,157.95,62.64,0,1,16,7,26.5,1,96.5,702,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,1137200,8.7,1,3041000,60,1,279600.0,8940.0,88.59,267.41,26.11,0,0,0,2,3.2,3,100.0,668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,1567700,6.5,1,645000,60,1,25900.0,990.0,12.02,41.14,61.22,1,3,46,0,0.5,5,95.27,613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,864600,7.9,1,449000,60,2,276200.0,7860.0,26.41,51.93,56.25,0,1,11,2,8.6,5,97.27,654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,630000,7.6,3,532000,48,2,649100.0,19070.0,62.67,84.44,37.51,0,1,15,1,2.1,5,99.1,644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,760700,0.5,2,258000,12,0,0.0,0.0,37.28,33.92,14.34,1,1,15,2,8.6,3,89.0,683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,758300,5.9,0,1230000,72,0,0.0,0.0,44.19,162.2,3.65,0,1,7,1,3.6,4,100.0,752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,510600,4.3,1,849000,48,2,568000.0,18920.0,95.0,166.27,41.11,0,1,6,4,17.7,5,96.24,672,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,362600,8.1,1,557000,48,1,938500.0,19970.0,95.0,153.61,17.37,0,0,0,4,0.5,4,100.0,672,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,653500,7.5,1,1265000,36,0,0.0,0.0,76.93,193.57,17.83,0,2,15,2,15.8,3,92.1,740,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,620000,3.2,3,1258000,84,1,948100.0,30160.0,95.0,202.9,44.09,0,1,13,1,25.8,3,95.94,748,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,901600,4.0,0,2129000,60,2,153500.0,5600.0,69.78,236.14,17.92,0,2,34,5,8.7,4,91.73,678,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,363900,5.7,4,978000,60,1,213900.0,5600.0,89.61,268.76,4.53,0,0,0,2,0.5,3,95.62,690,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21,558500,2.8,3,1482000,60,1,385100.0,13650.0,95.0,265.35,8.26,0,0,0,0,0.5,3,98.79,683,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,776200,7.3,3,1370000,72,2,277400.0,6430.0,52.06,176.5,26.18,0,1,5,1,9.4,7,97.1,697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,819100,9.1,2,1558000,72,2,312400.0,10860.0,62.75,190.21,35.17,0,0,0,2,35.0,3,100.0,785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,369700,4.4,1,733000,60,0,0.0,0.0,50.03,198.27,46.56,0,1,12,4,6.5,3,95.67,651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,524200,0.5,4,340000,60,3,436900.0,11040.0,43.5,64.86,20.11,0,1,10,1,5.1,5,95.37,668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,390400,6.8,4,384000,60,0,0.0,0.0,28.24,98.36,44.42,0,1,6,2,12.4,2,100.0,680,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,724300,6.1,1,1711000,84,2,81400.0,2240.0,60.22,236.23,23.47,0,0,0,2,20.0,3,100.0,753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,480700,3.0,2,659000,60,1,29700.0,980.0,40.06,137.09,32.0,0,0,0,0,30.0,4,95.51,779,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,979500,5.9,2,2105000,12,1,36300.0,1170.0,95.0,214.91,32.19,0,0,0,1,2.7,4,100.0,672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,471500,9.6,3,713000,48,1,300800.0,11480.0,81.49,151.22,53.01,0,0,0,4,10.1,4,100.0,660,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,582500,10.4,3,970000,48,1,74400.0,1890.0,61.87,166.52,11.67,0,0,0,3,7.1,6,100.0,704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,946900,4.4,0,308000,24,1,1009700.0,38230.0,67.25,32.53,40.28,0,0,0,2,11.8,2,99.43,693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,1001800,7.5,1,802000,24,0,0.0,0.0,45.0,80.06,51.04,0,0,0,0,0.5,3,100.0,651,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1174700,5.4,1,1943000,60,0,0.0,0.0,45.28,165.4,24.57,0,0,0,1,1.3,3,97.84,666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,826900,2.9,1,558000,72,0,0.0,0.0,15.11,67.48,20.48,0,0,0,0,10.3,2,100.0,705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,348700,5.6,0,390000,48,3,1693700.0,54480.0,95.0,111.84,20.82,0,1,11,1,10.3,5,95.65,675,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,629800,2.6,3,936000,60,0,0.0,0.0,43.82,148.62,9.54,1,3,31,3,24.3,1,79.47,731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,442900,7.8,1,306000,24,2,1335400.0,50260.0,95.0,69.09,30.89,0,0,0,3,3.3,5,100.0,647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,679400,13.7,4,262000,24,0,0.0,0.0,21.79,38.56,10.81,0,1,14,1,8.6,1,100.0,722,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,475100,4.7,4,494000,60,2,579200.0,18630.0,73.55,103.98,33.52,0,1,5,3,7.2,5,100.0,671,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,692300,14.5,0,474000,36,2,360400.0,10870.0,45.88,68.47,40.92,0,3,44,1,14.8,5,94.09,679,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,893700,3.4,2,428000,60,1,62600.0,1580.0,16.03,47.89,50.24,0,0,0,1,18.3,2,100.0,719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,601100,9.5,1,1022000,60,0,0.0,0.0,45.35,170.02,4.51,0,0,0,4,10.0,5,100.0,723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,1182100,3.2,1,1764000,36,1,457300.0,15150.0,78.85,149.23,50.42,0,0,0,2,11.6,4,100.0,674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,651900,0.5,0,1285000,60,1,364000.0,12730.0,76.76,197.12,71.93,0,1,5,5,17.2,4,93.51,640,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,661300,6.9,2,1443000,60,0,0.0,0.0,64.53,218.21,27.03,0,2,33,1,11.7,3,91.49,705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,215200,0.5,1,90000,36,1,330800.0,8540.0,65.13,41.82,12.44,0,1,12,1,23.0,3,92.26,784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,707100,9.3,3,586000,84,0,0.0,0.0,16.57,82.87,12.62,0,1,16,4,17.3,3,99.34,740,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,756800,4.9,4,612000,60,0,0.0,0.0,20.37,80.87,26.06,0,1,17,5,12.6,4,100.0,684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,561900,8.8,1,322000,36,2,2448800.0,63920.0,95.0,57.31,43.49,0,0,0,3,17.4,5,100.0,687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,1088300,6.4,0,2503000,72,1,97300.0,3500.0,53.81,229.99,30.39,0,0,0,1,6.5,6,100.0,684,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1234800,7.8,0,3317000,36,0,0.0,0.0,95.0,268.63,40.83,0,0,0,3,15.3,3,100.0,678,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,1201900,5.5,2,2223000,48,0,0.0,0.0,62.93,184.96,17.93,0,1,7,4,3.5,4,97.05,662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,736700,2.1,1,1736000,60,1,272100.0,9880.0,74.94,235.65,18.54,0,0,0,1,23.3,4,100.0,797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,524400,7.1,1,987000,72,2,1461800.0,45730.0,95.0,188.22,21.01,0,0,0,2,17.4,4,100.0,731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,801000,3.6,3,216000,36,0,0.0,0.0,11.45,26.97,46.8,0,1,6,0,7.2,1,95.53,684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,703600,0.5,3,339000,48,0,0.0,0.0,14.63,48.18,54.18,0,0,0,2,2.0,1,97.56,635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,752900,11.5,1,1535000,60,0,0.0,0.0,52.73,203.88,16.68,0,1,15,2,5.8,3,100.0,679,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,885900,6.1,0,1731000,36,1,211400.0,7090.0,85.92,195.39,27.22,1,2,22,5,0.5,2,79.19,582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,841600,5.1,1,546000,48,2,396000.0,13800.0,41.56,64.88,27.36,0,0,0,1,8.0,6,96.34,679,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,553300,3.2,1,497000,12,0,0.0,0.0,95.0,89.82,23.66,0,1,6,1,7.5,4,93.72,684,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,460500,1.9,5,888000,24,2,336200.0,12380.0,95.0,192.83,51.21,0,0,0,1,21.0,4,96.99,704,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,620900,3.7,1,842000,60,0,0.0,0.0,37.35,135.61,55.48,0,2,20,3,0.5,1,95.35,611,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,1075700,6.5,1,1518000,36,0,0.0,0.0,61.12,141.12,15.66,0,1,11,0,11.0,1,94.72,707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,700500,2.0,0,518000,48,2,303300.0,10960.0,44.13,73.95,26.07,0,1,8,2,28.5,5,96.74,785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,348800,5.9,1,110000,48,0,0.0,0.0,9.45,31.54,14.51,0,0,0,1,2.1,2,100.0,676,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,707600,7.3,0,565000,60,0,0.0,0.0,21.7,79.85,27.91,0,2,32,3,0.8,3,89.34,651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,940500,2.1,1,1214000,24,0,0.0,0.0,72.47,129.08,25.18,0,1,11,2,5.3,2,96.4,691,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,1081600,0.5,0,2576000,24,1,197500.0,3920.0,95.0,238.17,35.54,0,0,0,5,11.7,3,100.0,709,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,404900,7.9,1,753000,48,0,0.0,0.0,60.71,185.97,26.27,0,2,31,2,7.2,2,99.25,682,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1877000,7.3,3,4420000,60,0,0.0,0.0,70.99,235.48,62.42,0,0,0,4,4.4,1,98.96,622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,1527200,3.5,2,3362000,24,1,119800.0,3870.0,95.0,220.14,33.33,0,1,15,5,14.6,5,94.69,695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,716000,5.1,2,425000,24,2,1285800.0,24880.0,76.62,59.36,32.25,0,0,0,1,21.1,5,97.66,764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,1452900,1.9,2,3563000,60,2,285700.0,8030.0,68.56,245.23,31.58,0,1,8,5,4.6,5,95.87,622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,494000,7.5,3,693000,48,3,352800.0,7530.0,64.98,140.28,40.92,1,3,29,3,11.5,6,79.59,633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
